,p-value,model,latent_dimension,mask_num,county
640,0.23319999873638153,GAP,13,03,Tennessee
641,0.0,PPCA,5,02,Tennessee
642,0.0,PPCA,13,02,Tennessee
643,0.0,PPCA,5,03,Tennessee
644,0.0,GAP,20,01,Tennessee
645,0.0,PPCA,15,05,Tennessee
646,0.012400000356137753,GAP,15,04,Tennessee
647,0.22200000286102295,GAP,20,04,Tennessee
648,0.0,PPCA,5,05,Tennessee
649,0.0,GAP,15,01,Tennessee
650,0.0,PPCA,20,05,Tennessee
651,0.0,PPCA,5,04,Tennessee
652,0.15039999783039093,GAP,20,05,Tennessee
653,0.0,PPCA,15,01,Tennessee
654,0.0,PPCA,20,04,Tennessee
655,0.0,PPCA,15,04,Tennessee
656,0.0,GAP,15,05,Tennessee
657,0.0,PPCA,20,01,Tennessee
658,0.014800000004470348,GAP,13,02,Tennessee
659,0.0,PPCA,13,03,Tennessee
660,0.41519999504089355,GAP,10,03,Tennessee
661,0.0,PPCA,10,02,Tennessee
662,0.0,GAP,13,05,Tennessee
663,0.9527999758720398,GAP,10,01,Tennessee
664,0.0,GAP,5,02,Tennessee
665,0.0,GAP,5,03,Tennessee
666,0.0,PPCA,13,04,Tennessee
667,0.0,GAP,5,01,Tennessee
668,0.002400000113993883,GAP,10,04,Tennessee
669,0.0,PPCA,10,05,Tennessee
670,0.0,PPCA,13,01,Tennessee
671,0.0,GAP,5,05,Tennessee
672,0.19840000569820404,GAP,20,02,Tennessee
673,0.0,GAP,5,04,Tennessee
674,0.0,PPCA,20,03,Tennessee
675,0.0,PPCA,15,03,Tennessee
676,0.9028000235557556,GAP,15,02,Tennessee
677,0.0,PPCA,10,05,New Orleans
678,0.0,GAP,10,03,New Orleans
679,0.9776666760444641,GAP,20,05,New Orleans
680,0.0,GAP,18,04,New Orleans
681,0.0,PPCA,15,03,New Orleans
682,0.14920000731945038,GAP,18,01,New Orleans
683,0.0,PPCA,20,03,New Orleans
684,1.0,GAP,15,05,New Orleans
685,0.0,PPCA,18,02,New Orleans
686,0.0,PPCA,15,04,New Orleans
687,0.05040000006556511,GAP,18,03,New Orleans
688,0.9240000247955322,GAP,20,02,New Orleans
689,0.014399999752640724,GAP,5,05,New Orleans
690,0.0,PPCA,20,01,New Orleans
691,0.15160000324249268,GAP,5,04,New Orleans
692,0.0,PPCA,15,01,New Orleans
693,0.0,PPCA,18,05,New Orleans
694,0.9700000286102295,GAP,15,02,New Orleans
695,0.0,PPCA,20,04,New Orleans
696,1.0,GAP,10,01,New Orleans
697,0.00039999998989515007,GAP,5,02,New Orleans
698,0.0,PPCA,10,02,New Orleans
699,0.002400000113993883,GAP,5,03,New Orleans
700,0.0,GAP,5,01,New Orleans
701,0.9449999928474426,GAP,10,04,New Orleans
702,1.0,GAP,10,05,New Orleans
703,0.0,PPCA,10,03,New Orleans
704,0.0,PPCA,18,04,New Orleans
705,0.0,GAP,15,03,New Orleans
706,0.0,PPCA,20,05,New Orleans
707,0.0,PPCA,15,05,New Orleans
708,0.9175999760627747,GAP,18,02,New Orleans
709,0.4480000138282776,GAP,20,03,New Orleans
710,0.0,PPCA,18,01,New Orleans
711,0.0,GAP,20,01,New Orleans
712,0.0,PPCA,20,02,New Orleans
713,0.9986666440963745,GAP,15,04,New Orleans
714,0.0,PPCA,18,03,New Orleans
715,0.878000020980835,GAP,20,04,New Orleans
716,0.0,PPCA,5,05,New Orleans
717,0.007000000216066837,GAP,18,05,New Orleans
718,0.0,PPCA,15,02,New Orleans
719,0.0,GAP,15,01,New Orleans
720,0.0,PPCA,5,04,New Orleans
721,0.4887999892234802,GAP,10,02,New Orleans
722,0.0,PPCA,5,01,New Orleans
723,0.0,PPCA,10,01,New Orleans
724,0.0,PPCA,5,02,New Orleans
725,0.0,PPCA,5,03,New Orleans
726,0.0,PPCA,10,04,New Orleans
727,0.0,PPCA,12,02,Jacksonville
728,0.0,PPCA,15,02,Jacksonville
729,0.0,GAP,12,05,Jacksonville
730,0.19280000030994415,GAP,15,05,Jacksonville
731,0.05640000104904175,GAP,20,05,Jacksonville
732,0.0,PPCA,20,02,Jacksonville
733,0.0,GAP,10,03,Jacksonville
734,0.0,PPCA,10,04,Jacksonville
735,0.0,PPCA,10,01,Jacksonville
736,0.0,GAP,10,04,Jacksonville
737,0.0,PPCA,10,03,Jacksonville
738,0.09679999947547913,GAP,10,01,Jacksonville
739,0.0,PPCA,15,05,Jacksonville
740,0.0,PPCA,12,05,Jacksonville
741,0.01600000075995922,GAP,15,02,Jacksonville
742,0.32679998874664307,GAP,12,02,Jacksonville
743,0.0,GAP,20,02,Jacksonville
744,0.0,PPCA,20,05,Jacksonville
745,0.0,PPCA,12,01,Jacksonville
746,0.0,PPCA,15,01,Jacksonville
747,0.005200000014156103,GAP,20,03,Jacksonville
748,0.0,GAP,5,05,Jacksonville
749,0.0,GAP,5,04,Jacksonville
750,0.0,PPCA,20,04,Jacksonville
751,0.0,PPCA,15,04,Jacksonville
752,0.0,PPCA,12,04,Jacksonville
753,0.0,PPCA,20,01,Jacksonville
754,0.0,GAP,15,03,Jacksonville
755,0.188400000333786,GAP,12,03,Jacksonville
756,0.0,GAP,5,02,Jacksonville
757,0.0,GAP,5,03,Jacksonville
758,0.0,GAP,10,05,Jacksonville
759,0.0,GAP,5,01,Jacksonville
760,0.0,PPCA,10,02,Jacksonville
761,0.0,PPCA,5,02,Jacksonville
762,0.0,PPCA,5,03,Jacksonville
763,0.0,PPCA,5,01,Jacksonville
764,0.0031999999191612005,GAP,10,02,Jacksonville
765,0.0,PPCA,10,05,Jacksonville
766,0.0,PPCA,5,05,Jacksonville
767,0.7671999931335449,GAP,20,04,Jacksonville
768,0.0,PPCA,20,03,Jacksonville
769,0.3555999994277954,GAP,15,01,Jacksonville
770,0.0,GAP,12,01,Jacksonville
771,0.0,PPCA,5,04,Jacksonville
772,0.0,PPCA,12,03,Jacksonville
773,0.0,PPCA,15,03,Jacksonville
774,0.12720000743865967,GAP,20,01,Jacksonville
775,0.0,GAP,12,04,Jacksonville
776,0.1128000020980835,GAP,15,04,Jacksonville
777,0.0,PPCA,15,05,Seattle
778,0.9953333139419556,GAP,20,02,Seattle
779,0.0,GAP,15,02,Seattle
780,0.0,PPCA,20,05,Seattle
781,0.0,PPCA,10,03,Seattle
782,0.8603333234786987,GAP,10,01,Seattle
783,0.32600000500679016,GAP,14,05,Seattle
784,0.0,PPCA,14,02,Seattle
785,0.9633333086967468,GAP,10,04,Seattle
786,0.9940000176429749,GAP,14,02,Seattle
787,0.0,PPCA,10,04,Seattle
788,0.0,PPCA,10,01,Seattle
789,0.9950000047683716,GAP,10,03,Seattle
790,0.0,PPCA,14,05,Seattle
791,0.0,PPCA,15,02,Seattle
792,0.03849999979138374,GAP,20,05,Seattle
793,0.0,GAP,15,05,Seattle
794,0.0,PPCA,20,02,Seattle
795,0.0,GAP,15,04,Seattle
796,0.0,PPCA,20,03,Seattle
797,0.8776666522026062,GAP,20,01,Seattle
798,0.024000000208616257,GAP,5,04,Seattle
799,0.0,PPCA,5,04,Seattle
800,0.0,PPCA,15,03,Seattle
801,0.14900000393390656,GAP,15,01,Seattle
802,0.0,PPCA,5,05,Seattle
803,0.1913333386182785,GAP,5,05,Seattle
804,0.9623333215713501,GAP,20,04,Seattle
805,0.03233333304524422,GAP,5,01,Seattle
806,0.0,PPCA,5,01,Seattle
807,0.0,GAP,10,02,Seattle
808,0.0,PPCA,14,04,Seattle
809,0.0,PPCA,5,03,Seattle
810,0.0,GAP,5,03,Seattle
811,0.0,PPCA,14,01,Seattle
812,0.9993333220481873,GAP,14,03,Seattle
813,0.06533333659172058,GAP,5,02,Seattle
814,0.0,PPCA,10,05,Seattle
815,0.0,PPCA,5,02,Seattle
816,0.0,PPCA,14,03,Seattle
817,0.25099998712539673,GAP,14,01,Seattle
818,0.0364999994635582,GAP,10,05,Seattle
819,0.0,PPCA,10,02,Seattle
820,0.9946666955947876,GAP,14,04,Seattle
821,0.0,PPCA,15,01,Seattle
822,0.9559999704360962,GAP,15,03,Seattle
823,0.0,PPCA,20,04,Seattle
824,0.0,PPCA,15,04,Seattle
825,0.0,PPCA,20,01,Seattle
826,0.006000000052154064,GAP,20,03,Seattle
827,0.0,GAP,5,01,Buffalo
828,0.0,GAP,10,02,Buffalo
829,0.0,GAP,25,02,Buffalo
830,0.0,GAP,5,02,Buffalo
831,0.0,GAP,5,03,Buffalo
832,0.0,GAP,20,01,Buffalo
833,0.0,GAP,15,01,Buffalo
834,0.0,GAP,15,03,Buffalo
835,0.0,GAP,20,03,Buffalo
836,0.0,GAP,10,01,Buffalo
837,0.0,GAP,25,01,Buffalo
838,0.0,GAP,20,02,Buffalo
839,0.0,GAP,15,02,Buffalo
840,0.0,GAP,25,03,Buffalo
841,0.0,GAP,10,03,Buffalo
842,0.0,GAP,10,04,Carolina
843,0.0,GAP,20,02,Carolina
844,0.0,GAP,15,02,Carolina
845,0.0,GAP,10,01,Carolina
846,0.0,GAP,15,02,Carolina
847,0.0,GAP,10,01,Carolina
848,0.0,GAP,10,04,Carolina
849,0.0,GAP,20,02,Carolina
850,0.0,GAP,15,05,Carolina
851,0.0,GAP,5,01,Carolina
852,0.0,GAP,5,03,Carolina
853,0.0,GAP,20,05,Carolina
854,0.0,GAP,5,02,Carolina
855,0.0,GAP,10,03,Carolina
856,0.0,GAP,20,05,Carolina
857,0.0,GAP,10,03,Carolina
858,0.0,GAP,5,04,Carolina
859,0.0,GAP,15,05,Carolina
860,0.0,GAP,5,05,Carolina
861,0.0,GAP,15,04,Carolina
862,0.0,GAP,20,01,Carolina
863,0.0,GAP,15,01,Carolina
864,0.0,GAP,5,05,Carolina
865,0.0,GAP,5,04,Carolina
866,0.0,GAP,20,04,Carolina
867,0.0,GAP,10,02,Carolina
868,0.0,GAP,15,01,Carolina
869,0.0,GAP,5,01,Carolina
870,0.0,GAP,20,04,Carolina
871,0.0,GAP,10,02,Carolina
872,0.0,GAP,15,04,Carolina
873,0.0,GAP,5,02,Carolina
874,0.0,GAP,5,03,Carolina
875,0.0,GAP,20,01,Carolina
876,0.0,GAP,10,05,Carolina
877,0.0,GAP,20,03,Carolina
878,0.0,GAP,15,03,Carolina
879,0.0,GAP,15,03,Carolina
880,0.0,GAP,10,05,Carolina
881,0.0,GAP,20,03,Carolina
882,0.0,GAP,20,02,LA Rams
883,0.0,GAP,25,01,LA Rams
884,0.0,GAP,30,02,LA Rams
885,0.0,GAP,20,01,LA Rams
886,0.0,GAP,25,02,LA Rams
887,0.0,GAP,30,01,LA Rams
888,0.0,GAP,8,05,Miami
889,0.0,GAP,20,01,Miami
890,0.0,GAP,12,04,Miami
891,0.0,GAP,8,04,Miami
892,0.0,GAP,15,04,Miami
893,0.0,GAP,10,05,Miami
894,0.0,GAP,20,04,Miami
895,0.0,GAP,15,01,Miami
896,0.0,GAP,11,05,Miami
897,0.0,GAP,8,02,Miami
898,0.0,GAP,20,03,Miami
899,0.0,GAP,10,02,Miami
900,0.0,GAP,11,02,Miami
901,0.0,GAP,8,03,Miami
902,0.0,GAP,8,01,Miami
903,0.0,GAP,15,03,Miami
904,0.0,GAP,12,03,Miami
905,0.0,GAP,8,01,Miami
906,0.0,GAP,10,05,Miami
907,0.0,GAP,20,04,Miami
908,0.0,GAP,15,01,Miami
909,0.0,GAP,12,01,Miami
910,0.0,GAP,11,05,Miami
911,0.0,GAP,8,02,Miami
912,0.0,GAP,20,01,Miami
913,0.0,GAP,12,04,Miami
914,0.0,GAP,8,03,Miami
915,0.0,GAP,15,04,Miami
916,0.0,GAP,15,03,Miami
917,0.0,GAP,20,03,Miami
918,0.0,GAP,8,05,Miami
919,0.0,GAP,10,02,Miami
920,0.0,GAP,8,04,Miami
921,0.0,GAP,20,02,Miami
922,0.0,GAP,10,03,Miami
923,0.0,GAP,5,04,Miami
924,0.0,GAP,15,02,Miami
925,0.0,GAP,5,05,Miami
926,0.0,GAP,10,01,Miami
927,0.0,GAP,5,01,Miami
928,0.0,GAP,12,05,Miami
929,0.0,GAP,11,01,Miami
930,0.0,GAP,15,05,Miami
931,0.0,GAP,10,04,Miami
932,0.0,GAP,20,05,Miami
933,0.0,GAP,5,03,Miami
934,0.0,GAP,11,04,Miami
935,0.0,GAP,5,02,Miami
936,0.0,GAP,5,03,Miami
937,0.0,GAP,5,02,Miami
938,0.0,GAP,15,02,Miami
939,0.0,GAP,12,02,Miami
940,0.0,GAP,20,02,Miami
941,0.0,GAP,10,03,Miami
942,0.0,GAP,11,03,Miami
943,0.0,GAP,5,01,Miami
944,0.0,GAP,10,04,Miami
945,0.0,GAP,20,05,Miami
946,0.0,GAP,5,04,Miami
947,0.0,GAP,5,05,Miami
948,0.0,GAP,11,04,Miami
949,0.0,GAP,10,01,Miami
950,0.0,GAP,12,05,Miami
951,0.0,GAP,15,05,Miami
952,0.0006666666595265269,GAP,5,02,NY Giants
953,0.017500000074505806,GAP,5,03,NY Giants
954,0.0,PPCA,7,01,NY Giants
955,0.006500000134110451,GAP,15,02,NY Giants
956,0.0,PPCA,10,01,NY Giants
957,0.0,GAP,20,02,NY Giants
958,0.0,PPCA,7,03,NY Giants
959,0.16966666281223297,GAP,5,01,NY Giants
960,0.0,PPCA,10,04,NY Giants
961,0.0,PPCA,7,02,NY Giants
962,0.49033331871032715,GAP,10,04,NY Giants
963,0.0,GAP,5,05,NY Giants
964,0.0,GAP,5,04,NY Giants
965,0.0,PPCA,20,02,NY Giants
966,0.9443333148956299,GAP,10,01,NY Giants
967,0.0,PPCA,7,04,NY Giants
968,0.0,PPCA,15,02,NY Giants
969,0.0,PPCA,7,05,NY Giants
970,0.6700000166893005,GAP,10,03,NY Giants
971,0.0,PPCA,20,05,NY Giants
972,0.0,PPCA,15,05,NY Giants
973,0.0,GAP,15,05,NY Giants
974,0.0,GAP,20,05,NY Giants
975,0.0,PPCA,10,03,NY Giants
976,0.4320000112056732,GAP,20,04,NY Giants
977,0.0,PPCA,5,05,NY Giants
978,0.0,PPCA,5,04,NY Giants
979,0.0,PPCA,10,02,NY Giants
980,0.0,GAP,15,01,NY Giants
981,0.0,GAP,7,04,NY Giants
982,0.0,GAP,20,01,NY Giants
983,0.0,GAP,15,04,NY Giants
984,0.13050000369548798,GAP,7,05,NY Giants
985,0.0,PPCA,15,04,NY Giants
986,0.0,PPCA,5,02,NY Giants
987,0.0,PPCA,5,03,NY Giants
988,0.5080000162124634,GAP,7,01,NY Giants
989,0.0,PPCA,20,01,NY Giants
990,0.8993333578109741,GAP,7,03,NY Giants
991,0.0,PPCA,15,01,NY Giants
992,0.0,PPCA,5,01,NY Giants
993,0.001500000013038516,GAP,10,02,NY Giants
994,0.0,PPCA,20,04,NY Giants
995,0.8769999742507935,GAP,7,02,NY Giants
996,0.0,PPCA,15,03,NY Giants
997,0.4606666564941406,GAP,10,05,NY Giants
998,0.0,PPCA,20,03,NY Giants
999,0.21549999713897705,GAP,20,03,NY Giants
1000,0.0,PPCA,10,05,NY Giants
1001,0.5879999995231628,GAP,15,03,NY Giants
1002,1.0,GAP,11,05,Kansas City
1003,0.0,PPCA,5,04,Kansas City
1004,1.0,GAP,15,01,Kansas City
1005,0.0,PPCA,10,03,Kansas City
1006,0.0,PPCA,5,05,Kansas City
1007,1.0,GAP,20,04,Kansas City
1008,1.0,GAP,15,04,Kansas City
1009,0.9456666707992554,GAP,20,01,Kansas City
1010,0.0,PPCA,5,03,Kansas City
1011,0.0,PPCA,15,05,Kansas City
1012,0.0,PPCA,11,01,Kansas City
1013,0.0,PPCA,5,02,Kansas City
1014,0.0,PPCA,11,04,Kansas City
1015,0.006000000052154064,PPCA,5,01,Kansas City
1016,0.0,PPCA,20,05,Kansas City
1017,0.0,PPCA,15,02,Kansas City
1018,0.7173333168029785,GAP,5,03,Kansas City
1019,0.0,PPCA,11,03,Kansas City
1020,0.0,PPCA,20,02,Kansas City
1021,0.3153333365917206,GAP,5,02,Kansas City
1022,1.0,GAP,10,05,Kansas City
1023,1.0,GAP,11,02,Kansas City
1024,0.0,PPCA,10,04,Kansas City
1025,0.9549999833106995,GAP,5,04,Kansas City
1026,0.0,PPCA,10,01,Kansas City
1027,0.32600000500679016,GAP,5,05,Kansas City
1028,1.0,GAP,11,03,Kansas City
1029,0.0,PPCA,10,05,Kansas City
1030,0.0,PPCA,11,02,Kansas City
1031,0.0,PPCA,20,03,Kansas City
1032,1.0,GAP,10,04,Kansas City
1033,0.0,PPCA,15,03,Kansas City
1034,1.0,GAP,10,01,Kansas City
1035,0.0,PPCA,11,05,Kansas City
1036,0.0,PPCA,15,01,Kansas City
1037,1.0,GAP,10,03,Kansas City
1038,0.0,PPCA,20,04,Kansas City
1039,0.0,PPCA,15,04,Kansas City
1040,0.0,PPCA,20,01,Kansas City
1041,1.0,GAP,15,05,Kansas City
1042,1.0,GAP,11,01,Kansas City
1043,0.8500000238418579,GAP,11,04,Kansas City
1044,0.0,PPCA,10,02,Kansas City
1045,1.0,GAP,20,05,Kansas City
1046,0.0,GAP,15,01,Houston
1047,0.0,PPCA,5,04,Houston
1048,0.0,GAP,12,01,Houston
1049,0.0,PPCA,12,05,Houston
1050,0.0,GAP,20,04,Houston
1051,0.0,PPCA,5,05,Houston
1052,0.0,PPCA,15,05,Houston
1053,0.0,GAP,12,04,Houston
1054,0.0,PPCA,20,05,Houston
1055,0.0,GAP,15,04,Houston
1056,0.0,GAP,20,01,Houston
1057,0.0,PPCA,5,03,Houston
1058,0.0,PPCA,10,03,Houston
1059,0.0,PPCA,5,02,Houston
1060,0.0,GAP,10,02,Houston
1061,0.0,PPCA,5,01,Houston
1062,0.0,PPCA,10,04,Houston
1063,0.0,PPCA,10,01,Houston
1064,0.0,GAP,10,05,Houston
1065,0.0,PPCA,15,02,Houston
1066,0.0,PPCA,12,02,Houston
1067,0.0,GAP,20,03,Houston
1068,0.0,GAP,15,03,Houston
1069,0.0,GAP,12,03,Houston
1070,0.0,PPCA,20,02,Houston
1071,0.0,GAP,15,02,Houston
1072,0.0,PPCA,20,03,Houston
1073,0.0,GAP,12,02,Houston
1074,0.0,GAP,5,05,Houston
1075,0.0,GAP,5,04,Houston
1076,0.0,PPCA,15,03,Houston
1077,0.0,GAP,20,02,Houston
1078,0.0,PPCA,12,03,Houston
1079,0.0,GAP,5,02,Houston
1080,0.0,GAP,5,03,Houston
1081,0.0,GAP,10,04,Houston
1082,0.0,PPCA,10,05,Houston
1083,0.0,GAP,5,01,Houston
1084,0.0,GAP,10,01,Houston
1085,0.0,GAP,10,03,Houston
1086,0.0,PPCA,10,02,Houston
1087,0.0,PPCA,20,04,Houston
1088,0.0,GAP,12,05,Houston
1089,0.0,GAP,15,05,Houston
1090,0.0,PPCA,15,01,Houston
1091,0.0,PPCA,12,01,Houston
1092,0.0,PPCA,20,01,Houston
1093,0.0,GAP,20,05,Houston
1094,0.0,PPCA,12,04,Houston
1095,0.0,PPCA,15,04,Houston
1096,1.0,GAP,10,01,Minnesota
1097,0.0,PPCA,10,03,Minnesota
1098,1.0,GAP,10,04,Minnesota
1099,1.0,GAP,20,02,Minnesota
1100,0.0,PPCA,20,05,Minnesota
1101,0.0,PPCA,15,05,Minnesota
1102,1.0,GAP,15,02,Minnesota
1103,0.0,PPCA,20,02,Minnesota
1104,0.12160000205039978,GAP,5,04,Minnesota
1105,1.0,GAP,20,05,Minnesota
1106,0.23960000276565552,GAP,5,05,Minnesota
1107,1.0,GAP,15,05,Minnesota
1108,0.0,PPCA,15,02,Minnesota
1109,0.0,PPCA,10,01,Minnesota
1110,0.8532000184059143,GAP,5,03,Minnesota
1111,0.0,GAP,5,02,Minnesota
1112,1.0,GAP,10,03,Minnesota
1113,0.0,PPCA,10,04,Minnesota
1114,0.5108000040054321,GAP,5,01,Minnesota
1115,0.9883999824523926,GAP,10,02,Minnesota
1116,0.0,PPCA,5,01,Minnesota
1117,0.0,PPCA,10,05,Minnesota
1118,0.004999999888241291,PPCA,5,02,Minnesota
1119,0.0,PPCA,5,03,Minnesota
1120,1.0,GAP,20,01,Minnesota
1121,0.9883999824523926,GAP,15,04,Minnesota
1122,0.0,PPCA,15,03,Minnesota
1123,0.0,PPCA,20,03,Minnesota
1124,0.0,PPCA,5,05,Minnesota
1125,1.0,GAP,20,04,Minnesota
1126,0.0,PPCA,5,04,Minnesota
1127,1.0,GAP,15,01,Minnesota
1128,0.0,PPCA,20,01,Minnesota
1129,0.0,PPCA,15,04,Minnesota
1130,0.9675999879837036,GAP,15,03,Minnesota
1131,1.0,GAP,20,03,Minnesota
1132,0.0,PPCA,20,04,Minnesota
1133,0.0005000000237487257,PPCA,15,01,Minnesota
1134,0.18050000071525574,PPCA,10,02,Minnesota
1135,0.991599977016449,GAP,10,05,Minnesota
1136,1.0,GAP,10,02,Pittsburgh
1137,0.0,PPCA,5,01,Pittsburgh
1138,0.0,PPCA,10,02,Pittsburgh
1139,0.0,PPCA,5,03,Pittsburgh
1140,1.0,GAP,25,02,Pittsburgh
1141,0.0005000000237487257,PPCA,25,02,Pittsburgh
1142,0.0,PPCA,5,02,Pittsburgh
1143,1.0,GAP,15,04,Pittsburgh
1144,0.0,PPCA,15,04,Pittsburgh
1145,0.9816666841506958,GAP,20,01,Pittsburgh
1146,0.0,PPCA,20,01,Pittsburgh
1147,0.0,PPCA,5,04,Pittsburgh
1148,1.0,GAP,15,01,Pittsburgh
1149,0.0,PPCA,15,01,Pittsburgh
1150,1.0,GAP,20,04,Pittsburgh
1151,0.0,PPCA,5,05,Pittsburgh
1152,0.0,PPCA,20,04,Pittsburgh
1153,0.0,PPCA,15,03,Pittsburgh
1154,1.0,GAP,15,03,Pittsburgh
1155,0.0,PPCA,20,03,Pittsburgh
1156,1.0,GAP,20,03,Pittsburgh
1157,0.0,PPCA,10,05,Pittsburgh
1158,0.5394999980926514,GAP,10,05,Pittsburgh
1159,0.0,PPCA,25,05,Pittsburgh
1160,0.996666669845581,GAP,25,05,Pittsburgh
1161,0.0,PPCA,25,04,Pittsburgh
1162,1.0,GAP,25,04,Pittsburgh
1163,0.0,PPCA,10,01,Pittsburgh
1164,0.781499981880188,GAP,10,01,Pittsburgh
1165,0.0,PPCA,25,01,Pittsburgh
1166,1.0,GAP,25,01,Pittsburgh
1167,0.0,PPCA,10,04,Pittsburgh
1168,1.0,GAP,10,04,Pittsburgh
1169,0.0,PPCA,20,02,Pittsburgh
1170,1.0,GAP,20,02,Pittsburgh
1171,0.0,PPCA,15,02,Pittsburgh
1172,0.4050000011920929,GAP,15,02,Pittsburgh
1173,1.0,GAP,20,05,Pittsburgh
1174,0.0005000000237487257,GAP,5,01,Pittsburgh
1175,0.0,PPCA,20,05,Pittsburgh
1176,0.2160000056028366,GAP,15,05,Pittsburgh
1177,0.0,PPCA,15,05,Pittsburgh
1178,0.0,GAP,5,03,Pittsburgh
1179,0.9506666660308838,GAP,5,02,Pittsburgh
1180,0.9993333220481873,GAP,25,03,Pittsburgh
1181,0.0,PPCA,25,03,Pittsburgh
1182,0.9576666951179504,GAP,5,04,Pittsburgh
1183,0.09066666662693024,GAP,5,05,Pittsburgh
1184,0.9986666440963745,GAP,10,03,Pittsburgh
1185,0.0,PPCA,10,03,Pittsburgh
1186,1.0,GAP,15,05,Atlanta
1187,0.0,PPCA,10,02,Atlanta
1188,0.0,GAP,5,01,Atlanta
1189,0.0,GAP,5,02,Atlanta
1190,0.9927999973297119,GAP,20,05,Atlanta
1191,0.0,GAP,5,03,Atlanta
1192,0.0,PPCA,20,01,Atlanta
1193,1.0,GAP,10,03,Atlanta
1194,0.0,PPCA,15,04,Atlanta
1195,0.0,PPCA,20,04,Atlanta
1196,0.002400000113993883,GAP,5,05,Atlanta
1197,0.0,PPCA,15,01,Atlanta
1198,0.0,GAP,5,04,Atlanta
1199,0.0,PPCA,15,03,Atlanta
1200,1.0,GAP,10,04,Atlanta
1201,0.0,PPCA,7,05,Atlanta
1202,0.0,PPCA,20,03,Atlanta
1203,0.0,PPCA,7,04,Atlanta
1204,0.0007999999797903001,GAP,10,01,Atlanta
1205,0.0,PPCA,7,01,Atlanta
1206,0.0,PPCA,10,05,Atlanta
1207,1.0,GAP,15,02,Atlanta
1208,0.0,PPCA,7,02,Atlanta
1209,0.0,PPCA,7,03,Atlanta
1210,0.8715999722480774,GAP,20,02,Atlanta
1211,0.6019999980926514,GAP,7,04,Atlanta
1212,0.0,PPCA,10,01,Atlanta
1213,0.0,GAP,7,05,Atlanta
1214,1.0,GAP,20,03,Atlanta
1215,0.0,PPCA,10,04,Atlanta
1216,1.0,GAP,15,03,Atlanta
1217,0.01720000058412552,GAP,7,03,Atlanta
1218,0.0,PPCA,20,02,Atlanta
1219,0.9571999907493591,GAP,7,02,Atlanta
1220,0.0,PPCA,15,02,Atlanta
1221,0.0,GAP,10,05,Atlanta
1222,0.7196000218391418,GAP,7,01,Atlanta
1223,0.0,PPCA,20,05,Atlanta
1224,0.0,PPCA,5,03,Atlanta
1225,0.0,PPCA,5,02,Atlanta
1226,1.0,GAP,10,02,Atlanta
1227,0.0,PPCA,5,01,Atlanta
1228,0.0,PPCA,15,05,Atlanta
1229,0.0,PPCA,5,04,Atlanta
1230,1.0,GAP,15,01,Atlanta
1231,1.0,GAP,20,04,Atlanta
1232,0.0,PPCA,5,05,Atlanta
1233,1.0,GAP,15,04,Atlanta
1234,0.0,PPCA,10,03,Atlanta
1235,0.9968000054359436,GAP,20,01,Atlanta
1236,0.0,GAP,10,02,Buffalo
1237,0.0,GAP,11,05,Buffalo
1238,0.0,GAP,11,02,Buffalo
1239,0.0,GAP,10,05,Buffalo
1240,0.0,GAP,8,01,Buffalo
1241,0.0,GAP,10,01,Buffalo
1242,0.0,GAP,8,02,Buffalo
1243,0.0,GAP,8,03,Buffalo
1244,0.0,GAP,10,04,Buffalo
1245,0.0,GAP,11,03,Buffalo
1246,0.0,GAP,8,05,Buffalo
1247,0.0,GAP,8,04,Buffalo
1248,0.0,GAP,11,04,Buffalo
1249,0.0,GAP,11,01,Buffalo
1250,0.0,GAP,10,03,Buffalo
1251,0.0,GAP,10,03,Houston
1252,0.0,GAP,20,05,Houston
1253,0.0,GAP,15,05,Houston
1254,0.0,GAP,20,02,Houston
1255,0.0,GAP,15,02,Houston
1256,0.0,GAP,10,01,Houston
1257,0.0,GAP,10,04,Houston
1258,0.0,GAP,10,05,Houston
1259,0.0,GAP,15,03,Houston
1260,0.0,GAP,20,03,Houston
1261,0.0,GAP,20,01,Houston
1262,0.0,GAP,5,01,Houston
1263,0.0,GAP,15,04,Houston
1264,0.0,GAP,5,03,Houston
1265,0.0,GAP,20,04,Houston
1266,0.0,GAP,5,02,Houston
1267,0.0,GAP,15,01,Houston
1268,0.0,GAP,10,02,Houston
1269,0.0,GAP,5,04,Houston
1270,0.0,GAP,5,05,Houston
1271,0.0,GAP,8,02,Miami
1272,0.0,GAP,11,02,Miami
1273,0.0,GAP,8,03,Miami
1274,0.0,GAP,8,01,Miami
1275,0.0,GAP,8,05,Miami
1276,0.0,GAP,8,04,Miami
1277,0.0,GAP,10,05,Miami
1278,0.0,GAP,10,02,Miami
1279,0.0,GAP,11,05,Miami
1280,0.0,GAP,11,01,Miami
1281,0.0,GAP,11,04,Miami
1282,0.0,GAP,10,03,Miami
1283,0.0,GAP,10,04,Miami
1284,0.0,GAP,10,01,Miami
1285,0.0,GAP,11,03,Miami
1286,0.18799999356269836,GAP,4,02,Washington
1287,0.0,PPCA,4,05,Washington
1288,0.5019999742507935,GAP,10,05,Washington
1289,0.0,PPCA,4,04,Washington
1290,0.0,GAP,4,03,Washington
1291,0.49900001287460327,GAP,4,01,Washington
1292,0.0,PPCA,10,03,Washington
1293,0.5619999766349792,GAP,15,03,Washington
1294,0.008999999612569809,GAP,4,05,Washington
