,Team,First date home stadium open to fans,County(s),State,% fans,Counties,State.1,% fans.1,Unnamed: 8,Stadium_Counties,Donor_Counties
26,Carolina,,,,,wake,NC,3.06,,[nan],"['henderson', 'robeson', 'surry', 'avery', 'brunswick', 'davie', 'bladen', 'stokes', 'lee', 'chowan', 'washington', 'hoke', 'buncombe', 'alamance', 'scotland', 'edgecombe', 'pamlico', 'greene', 'duplin', 'durham', 'granville', 'transylvania', 'anson', 'northampton', 'warren', 'perquimans', 'davidson', 'rockingham', 'nash', 'clay', 'cumberland', 'caldwell', 'montgomery', 'wilson', 'jones', 'wayne', 'dare', 'carteret', 'onslow', 'hyde', 'macon', 'ashe', 'polk', 'craven', 'lenoir', 'beaufort', 'yancey', 'martin', 'bertie', 'orange', 'watauga', 'richmond', 'mcdowell', 'franklin', 'cleveland', 'mitchell', 'yadkin', 'columbus', 'pasquotank', 'wilkes', 'currituck', 'camden', 'cherokee', 'stanly', 'pender', 'swain', 'vance', 'lincoln', 'graham', 'moore', 'harnett', 'hertford', 'sampson', 'gates', 'rutherford', 'jackson', 'chatham', 'new hanover', 'pitt', 'halifax', 'burke', 'madison', 'person', 'randolph', 'rowan', 'johnston', 'haywood', 'caswell', 'alexander', 'alleghany']"
27,Carolina,,,,,cabarrus,NC,2.93,,[nan],"['henderson', 'robeson', 'surry', 'avery', 'brunswick', 'davie', 'bladen', 'stokes', 'lee', 'chowan', 'washington', 'hoke', 'buncombe', 'alamance', 'scotland', 'edgecombe', 'pamlico', 'greene', 'duplin', 'durham', 'granville', 'transylvania', 'anson', 'northampton', 'warren', 'perquimans', 'davidson', 'rockingham', 'nash', 'clay', 'cumberland', 'caldwell', 'montgomery', 'wilson', 'jones', 'wayne', 'dare', 'carteret', 'onslow', 'hyde', 'macon', 'ashe', 'polk', 'craven', 'lenoir', 'beaufort', 'yancey', 'martin', 'bertie', 'orange', 'watauga', 'richmond', 'mcdowell', 'franklin', 'cleveland', 'mitchell', 'yadkin', 'columbus', 'pasquotank', 'wilkes', 'currituck', 'camden', 'cherokee', 'stanly', 'pender', 'swain', 'vance', 'lincoln', 'graham', 'moore', 'harnett', 'hertford', 'sampson', 'gates', 'rutherford', 'jackson', 'chatham', 'new hanover', 'pitt', 'halifax', 'burke', 'madison', 'person', 'randolph', 'rowan', 'johnston', 'haywood', 'caswell', 'alexander', 'alleghany']"
28,Carolina,,,,,gaston,NC,2.6,,[nan],"['henderson', 'robeson', 'surry', 'avery', 'brunswick', 'davie', 'bladen', 'stokes', 'lee', 'chowan', 'washington', 'hoke', 'buncombe', 'alamance', 'scotland', 'edgecombe', 'pamlico', 'greene', 'duplin', 'durham', 'granville', 'transylvania', 'anson', 'northampton', 'warren', 'perquimans', 'davidson', 'rockingham', 'nash', 'clay', 'cumberland', 'caldwell', 'montgomery', 'wilson', 'jones', 'wayne', 'dare', 'carteret', 'onslow', 'hyde', 'macon', 'ashe', 'polk', 'craven', 'lenoir', 'beaufort', 'yancey', 'martin', 'bertie', 'orange', 'watauga', 'richmond', 'mcdowell', 'franklin', 'cleveland', 'mitchell', 'yadkin', 'columbus', 'pasquotank', 'wilkes', 'currituck', 'camden', 'cherokee', 'stanly', 'pender', 'swain', 'vance', 'lincoln', 'graham', 'moore', 'harnett', 'hertford', 'sampson', 'gates', 'rutherford', 'jackson', 'chatham', 'new hanover', 'pitt', 'halifax', 'burke', 'madison', 'person', 'randolph', 'rowan', 'johnston', 'haywood', 'caswell', 'alexander', 'alleghany']"
29,Carolina,,,,,guilford,NC,2.19,,[nan],"['henderson', 'robeson', 'surry', 'avery', 'brunswick', 'davie', 'bladen', 'stokes', 'lee', 'chowan', 'washington', 'hoke', 'buncombe', 'alamance', 'scotland', 'edgecombe', 'pamlico', 'greene', 'duplin', 'durham', 'granville', 'transylvania', 'anson', 'northampton', 'warren', 'perquimans', 'davidson', 'rockingham', 'nash', 'clay', 'cumberland', 'caldwell', 'montgomery', 'wilson', 'jones', 'wayne', 'dare', 'carteret', 'onslow', 'hyde', 'macon', 'ashe', 'polk', 'craven', 'lenoir', 'beaufort', 'yancey', 'martin', 'bertie', 'orange', 'watauga', 'richmond', 'mcdowell', 'franklin', 'cleveland', 'mitchell', 'yadkin', 'columbus', 'pasquotank', 'wilkes', 'currituck', 'camden', 'cherokee', 'stanly', 'pender', 'swain', 'vance', 'lincoln', 'graham', 'moore', 'harnett', 'hertford', 'sampson', 'gates', 'rutherford', 'jackson', 'chatham', 'new hanover', 'pitt', 'halifax', 'burke', 'madison', 'person', 'randolph', 'rowan', 'johnston', 'haywood', 'caswell', 'alexander', 'alleghany']"
30,Carolina,,,,,iredell,NC,2.01,,[nan],"['henderson', 'robeson', 'surry', 'avery', 'brunswick', 'davie', 'bladen', 'stokes', 'lee', 'chowan', 'washington', 'hoke', 'buncombe', 'alamance', 'scotland', 'edgecombe', 'pamlico', 'greene', 'duplin', 'durham', 'granville', 'transylvania', 'anson', 'northampton', 'warren', 'perquimans', 'davidson', 'rockingham', 'nash', 'clay', 'cumberland', 'caldwell', 'montgomery', 'wilson', 'jones', 'wayne', 'dare', 'carteret', 'onslow', 'hyde', 'macon', 'ashe', 'polk', 'craven', 'lenoir', 'beaufort', 'yancey', 'martin', 'bertie', 'orange', 'watauga', 'richmond', 'mcdowell', 'franklin', 'cleveland', 'mitchell', 'yadkin', 'columbus', 'pasquotank', 'wilkes', 'currituck', 'camden', 'cherokee', 'stanly', 'pender', 'swain', 'vance', 'lincoln', 'graham', 'moore', 'harnett', 'hertford', 'sampson', 'gates', 'rutherford', 'jackson', 'chatham', 'new hanover', 'pitt', 'halifax', 'burke', 'madison', 'person', 'randolph', 'rowan', 'johnston', 'haywood', 'caswell', 'alexander', 'alleghany']"
31,Carolina,,,,,forsyth,NC,1.73,,[nan],"['henderson', 'robeson', 'surry', 'avery', 'brunswick', 'davie', 'bladen', 'stokes', 'lee', 'chowan', 'washington', 'hoke', 'buncombe', 'alamance', 'scotland', 'edgecombe', 'pamlico', 'greene', 'duplin', 'durham', 'granville', 'transylvania', 'anson', 'northampton', 'warren', 'perquimans', 'davidson', 'rockingham', 'nash', 'clay', 'cumberland', 'caldwell', 'montgomery', 'wilson', 'jones', 'wayne', 'dare', 'carteret', 'onslow', 'hyde', 'macon', 'ashe', 'polk', 'craven', 'lenoir', 'beaufort', 'yancey', 'martin', 'bertie', 'orange', 'watauga', 'richmond', 'mcdowell', 'franklin', 'cleveland', 'mitchell', 'yadkin', 'columbus', 'pasquotank', 'wilkes', 'currituck', 'camden', 'cherokee', 'stanly', 'pender', 'swain', 'vance', 'lincoln', 'graham', 'moore', 'harnett', 'hertford', 'sampson', 'gates', 'rutherford', 'jackson', 'chatham', 'new hanover', 'pitt', 'halifax', 'burke', 'madison', 'person', 'randolph', 'rowan', 'johnston', 'haywood', 'caswell', 'alexander', 'alleghany']"
32,Carolina,,,,,catawba,NC,1.4,,[nan],"['henderson', 'robeson', 'surry', 'avery', 'brunswick', 'davie', 'bladen', 'stokes', 'lee', 'chowan', 'washington', 'hoke', 'buncombe', 'alamance', 'scotland', 'edgecombe', 'pamlico', 'greene', 'duplin', 'durham', 'granville', 'transylvania', 'anson', 'northampton', 'warren', 'perquimans', 'davidson', 'rockingham', 'nash', 'clay', 'cumberland', 'caldwell', 'montgomery', 'wilson', 'jones', 'wayne', 'dare', 'carteret', 'onslow', 'hyde', 'macon', 'ashe', 'polk', 'craven', 'lenoir', 'beaufort', 'yancey', 'martin', 'bertie', 'orange', 'watauga', 'richmond', 'mcdowell', 'franklin', 'cleveland', 'mitchell', 'yadkin', 'columbus', 'pasquotank', 'wilkes', 'currituck', 'camden', 'cherokee', 'stanly', 'pender', 'swain', 'vance', 'lincoln', 'graham', 'moore', 'harnett', 'hertford', 'sampson', 'gates', 'rutherford', 'jackson', 'chatham', 'new hanover', 'pitt', 'halifax', 'burke', 'madison', 'person', 'randolph', 'rowan', 'johnston', 'haywood', 'caswell', 'alexander', 'alleghany']"
33,Chicago,Closed to fans,cook,IL,,,,,"June 8, 2020: Illinois began reporting probable cases and deaths.
Sept. 4, 2020: Illinois announced many backlogged cases from earlier in the week after resolving a data processing slowdown.
Nov. 6, 2020: Illinois began reporting probable cases and deaths at the county level, resulting in one-day increases for many counties.
Jan. 22, 2021: Illinois began including probable deaths as probable cases, resulting in a one-day increase in cases.",[],"['henderson', 'stephenson', 'bureau', 'tazewell', 'logan', 'scott', 'lee', 'washington', 'perry', 'douglas', 'hancock', 'rock island', 'crawford', 'greene', 'white', 'mason', 'dupage', 'vermilion', 'edgar', 'adams', 'coles', 'cass', 'livingston', 'warren', 'macoupin', 'saline', 'brown', 'richland', 'knox', 'boone', 'sangamon', 'clay', 'cumberland', 'montgomery', 'wayne', 'marshall', 'iroquois', 'will', 'macon', 'hamilton', 'monroe', 'jo daviess', 'pike', 'mchenry', 'schuyler', 'union', 'moultrie', 'johnson', 'henry', 'morgan', 'kane', 'jersey', 'piatt', 'lake', 'ford', 'williamson', 'massac', 'menard', 'fulton', 'winnebago', 'marion', 'lasalle', 'wabash', 'ogle', 'effingham', 'franklin', 'whiteside', 'putnam', 'st. clair', 'champaign', 'stark', 'clark', 'clinton', 'woodford', 'dekalb', 'shelby', 'carroll', 'mcdonough', 'grundy', 'jefferson', 'jackson', 'mercer', 'mclean', 'bond', 'peoria', 'kankakee', 'jasper', 'madison', 'pulaski', 'randolph', 'kendall', 'edwards', 'gallatin', 'hardin', 'lawrence', 'calhoun', 'de witt', 'alexander', 'christian', 'fayette']"
34,Cincinnati,10/4/2020,hamilton,OH,24.27,butler,OH,6.08,"Thanksgiving, Christmas and New Years: Reported after the holidays.

Dec. 8, 2020: Ohio announced a backlog of cases identified through antigen testing.","[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
35,Cincinnati,,,,,kenton,KY,5.58,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
36,Cincinnati,,,,,montgomery,OH,4.91,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
37,Cincinnati,,,,,warren,OH,4.11,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
38,Cincinnati,,,,,clermont,OH,3.57,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
39,Cincinnati,,,,,campbell,KY,2.61,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
40,Cincinnati,,,,,boone,KY,2.57,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
41,Cincinnati,,,,,franklin,OH,2.54,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
42,Cincinnati,,,,,jeffereson,KY,2.12,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
43,Cincinnati,,,,,greene,OH,1.46,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
44,Cincinnati,,,,,cook,IL,1.01,,"[nan, 'hamilton']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
45,Cleveland,9/17/2020,cuyahoga,OH,27.93,summit,OH,8.12,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
46,Cleveland,,,,,lorain,OH,5.15,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
47,Cleveland,,,,,lake,OH,4.02,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
48,Cleveland,,,,,medina,OH,3.58,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
49,Cleveland,,,,,franklin,OH,3.52,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
50,Cleveland,,,,,stark,OH,3.42,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
51,Cleveland,,,,,portage,OH,1.91,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
52,Cleveland,,,,,geauga,OH,1.81,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
53,Cleveland,,,,,mahoning,OH,1.65,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
